#threads N est_pi error time
40 10 0.00000000000000000000 3.14159265358979311600 0.000785
40 100 0.80000000000000004441 2.34159265358979329363 0.001018
40 1000 2.39999999999999991118 0.74159265358979320482 0.000944
40 10000 3.08800000000000007816 0.05359265358979303784 0.001140
40 100000 3.12480000000000002203 0.01679265358979309397 0.001884
40 1000000 3.14015999999999984027 0.00143265358979327573 0.003109
40 10000000 3.14241599999999987602 0.00082334641020676003 0.011345
40 100000000 3.14231520000000008608 0.00072254641020697008 0.098503
40 1000000000 3.14206544000000009831 0.00047278641020698231 0.879214
40 10000000000 3.14160059200000008062 0.00000793841020696462 7.574499
40 100000000000 3.14159547359999979932 0.00000282001020668332 78.438837
40 1000000000000 3.14159201215999983603 0.00000064142979327997 814.473937
