#threads N est_pi error time
20 10 0.00000000000000000000 3.14159265358979311600 0.000945
20 100 1.60000000000000008882 1.54159265358979302718 0.000774
20 1000 3.04000000000000003553 0.10159265358979308047 0.029138
20 10000 3.05600000000000004974 0.08559265358979306626 0.026122
20 100000 3.11200000000000009948 0.02959265358979301652 0.001590
20 1000000 3.13296000000000018915 0.00863265358979292685 0.030547
20 10000000 3.14454399999999978377 0.00295134641020666777 0.027550
20 100000000 3.14137520000000014520 0.00021745358979297080 0.121889
20 1000000000 3.14158888000000002805 0.00000377358979308795 1.032937
20 10000000000 3.14161882400000003202 0.00002617041020691602 10.076615
20 100000000000 3.14159325839999992169 0.00000060481020680569 98.216598
20 1000000000000 3.14159184543999980832 0.00000080814979330768 1014.969380
