#threads N est_pi error time
30 10 0.00000000000000000000 3.14159265358979311600 0.033370
30 100 1.19999999999999995559 1.94159265358979316041 0.029247
30 1000 2.68000000000000015987 0.46159265358979295613 0.019620
30 10000 3.08400000000000007461 0.05759265358979304139 0.019876
30 100000 3.13120000000000020535 0.01039265358979291065 0.026898
30 1000000 3.13492000000000015092 0.00667265358979296508 0.019488
30 10000000 3.14199999999999990408 0.00040734641020678808 0.032215
30 100000000 3.14176359999999998962 0.00017094641020687362 0.108873
30 1000000000 3.14185936000000021195 0.00026670641020709596 0.764129
30 10000000000 3.14159148400000010071 0.00000116958979301529 7.059014
30 100000000000 3.14159216799999985170 0.00000048558979326430 71.402689
30 1000000000000 3.14159193960000004964 0.00000071398979306636 713.647598
