#threads N est_pi error time
90 10 0.00000000000000000000 3.14159265358979311600 0.004010
90 100 0.00000000000000000000 3.14159265358979311600 0.002880
90 1000 2.20000000000000017764 0.94159265358979293836 0.002241
90 10000 3.02800000000000002487 0.11359265358979309113 0.003801
90 100000 3.10000000000000008882 0.04159265358979302718 0.004188
90 1000000 3.13240000000000007319 0.00919265358979304281 0.007602
90 10000000 3.13563599999999986778 0.00595665358979324822 0.021068
90 100000000 3.14408559999999992485 0.00249294641020680885 0.088526
90 1000000000 3.14200800000000013412 0.00041534641020701812 0.738848
90 10000000000 3.14161956399999997558 0.00002691041020685958 6.761308
90 100000000000 3.14159696679999989044 0.00000431321020677444 71.773153
90 1000000000000 3.14159227527999984630 0.00000037830979326969 809.106361
