#threads N est_pi error time
60 10 0.00000000000000000000 3.14159265358979311600 0.001725
60 100 0.00000000000000000000 3.14159265358979311600 0.001696
60 1000 2.08000000000000007105 1.06159265358979304494 0.002575
60 10000 3.13600000000000012079 0.00559265358979299521 0.002425
60 100000 3.08320000000000016271 0.05839265358979295328 0.002903
60 1000000 3.14008000000000020435 0.00151265358979291165 0.003672
60 10000000 3.14204799999999995208 0.00045534641020683608 0.015882
60 100000000 3.14275839999999995200 0.00116574641020683600 0.104132
60 1000000000 3.14210320000000020713 0.00051054641020709113 0.788453
60 10000000000 3.14164707999999981425 0.00005442641020669825 8.936806
60 100000000000 3.14158870719999994137 0.00000394638979317463 78.185918
60 1000000000000 3.14159268160000015868 0.00000002801020704268 754.707311
